Facility_ID,City,State,County,Total_Admissions,ReadmissionRate,HAI_1_SIR,HAI_2_SIR,HAI_5_SIR,HAI_6_SIR,PSI_3,PSI_6,PSI_8,PSI_9,PSI_10,PSI_11,PSI_12,PSI_13,PSI_14,PSI_15,PSI_90,H_Comp_1,H_Comp_2,H_Comp_3,H_Comp_5,H_Comp_6,H_Comp_7,H_Comp_Cl,H_Comp_Qt,H_Comp_Ov,AMI_TA_PROP,COPD_TA_PROP,HF_TA_PROP,HIPKNEE_TA_PROP,PN_TA_PROP,ED_MEDIAN_VISIT_MINS,ED_LEFT_NOT_SEEN_%,ED_VOLUME,%_SEPSIS_CARE,%_HCWs_FLU_VAX,2018to2020_PCPI,Population_2019,MEDIAN_AGE_TOT
100180,SAINT PETERSBURG,FL,Pinellas,313,16.0,0.0,0.381,0.723,0.58,0.259975,0.218966,0.09357,2.671984,1.397166,7.480525999999999,4.5596190000000005,5.17525,0.8453209999999999,1.071121,1.037456,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,,0.3226837060702875,0.3354632587859425,,0.597444089456869,122,0,medium,83,78,56252.666666666664,974996.0,48.8
100183,CORAL GABLES,FL,Miami-Dade,485,16.1,0.707,1.149,3.536,0.621,0.29385500000000003,0.255884,0.092362,2.404375,,,3.03936,,0.851332,1.0945200000000002,0.880192,3.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,,0.5154639175257731,0.3731958762886598,,0.5278350515463918,158,0,medium,68,47,54823.666666666664,2716940.0,40.4
100187,HIALEAH,FL,Miami-Dade,602,16.0,0.7,0.631,1.493,0.498,0.48828900000000003,0.19347999999999999,0.091274,2.153444,,,3.763674,,0.829233,1.6702009999999998,0.9752290000000001,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,0.26744186046511625,0.23920265780730898,0.39867109634551495,0.16943521594684385,0.3504983388704319,203,0,very high,53,70,54823.666666666664,2716940.0,40.4
100189,MARGATE,FL,Broward,781,16.2,0.977,0.81,1.378,0.433,0.21566100000000002,0.19684300000000002,0.091724,2.885972,1.330846,10.085405,3.5323849999999997,6.839475,0.8421870000000001,1.0252059999999998,1.129889,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.18693982074263765,0.17797695262483995,0.4327784891165173,,0.2906530089628681,137,1,high,74,29,53076.666666666664,1952778.0,40.8
100191,TRINITY,FL,Pasco,979,16.7,1.176,0.252,0.0,0.462,0.156318,0.18981199999999998,0.09081,2.084196,1.242657,5.614261,2.52742,5.466419,0.828443,1.251507,0.837392,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,0.1807967313585291,0.2512768130745659,0.355464759959142,0.18488253319713993,0.3871297242083759,98,0,very high,68,80,43084.0,553947.0,44.4
100200,FORT LAUDERDALE,FL,Broward,346,16.2,0.652,1.971,0.98,0.539,0.7560439999999999,0.217928,0.093958,2.585324,1.3788129999999998,4.144579,3.384117,4.310925,0.8365940000000001,1.024953,0.9656379999999999,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,,0.25722543352601157,0.18786127167630057,0.24277456647398843,0.3265895953757225,131,,,77,75,53076.666666666664,1952778.0,40.8
100204,GAINESVILLE,FL,Alachua,3452,16.4,0.383,0.228,1.058,0.52,0.12548900000000002,0.266271,0.079682,1.889521,1.365256,3.74905,2.135786,4.845568,0.897868,0.621051,0.714298,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,0.13904982618771727,0.1593279258400927,0.32792584009269987,0.25347624565469296,0.28041714947856317,115,0,very high,38,52,46965.666666666664,269043.0,32.1
100206,TAMPA,FL,Hillsborough,477,15.6,0.681,0.611,0.713,0.378,0.305123,0.251589,0.09324400000000001,2.507272,1.3743450000000001,5.1161650000000005,3.2848059999999997,4.314612,0.829506,1.04425,0.865949,4.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,,0.20125786163522014,0.35429769392033544,0.16352201257861634,0.2641509433962264,136,0,medium,89,49,49069.666666666664,1471968.0,37.6
100209,MIAMI,FL,Miami-Dade,639,15.8,2.799,0.825,1.817,0.255,0.694559,0.203435,0.091817,2.179132,1.389285,5.379787,3.4962940000000002,4.610766,0.8463129999999999,1.042043,0.998576,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.12519561815336464,0.18153364632237873,0.4225352112676056,0.09859154929577464,0.5352112676056338,111,1,very high,57,23,54823.666666666664,2716940.0,40.4
100212,OCALA,FL,Marion,3442,16.1,0.549,0.309,1.594,0.141,0.538222,0.20595700000000003,0.092941,1.616784,2.121094,5.132104,1.9729990000000002,4.70181,0.763261,1.211709,0.9089649999999999,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,0.11882626380011621,0.12173155142359093,0.2757117954677513,0.5441603718768158,0.3166763509587449,111,1,very high,60,48,39268.0,365579.0,48.9
100213,BRADENTON,FL,Manatee,1628,15.4,0.863,0.796,1.723,0.288,0.457604,0.20576799999999998,0.098868,2.395118,1.2343030000000002,3.5585160000000005,3.220956,4.657813,0.817372,0.924266,0.8542540000000001,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.17506142506142505,0.18611793611793612,0.2942260442260442,0.3691646191646192,0.273955773955774,130,0,high,63,41,50317.666666666664,403253.0,49.3
100217,SEBASTIAN,FL,Indian River,630,16.8,,0.0,,0.68,1.097604,0.205404,0.105155,2.2383669999999998,1.374223,5.053399,2.493903,4.281891000000001,0.9873569999999999,0.986821,1.036301,2.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,2.0,0.1761904761904762,0.273015873015873,0.48412698412698413,0.49206349206349204,0.37142857142857144,156,0,low,41,92,82606.66666666667,159923.0,54.6
100220,FORT MYERS,FL,Lee,2567,15.5,0.783,0.319,1.268,0.383,0.24521500000000002,0.20558800000000002,0.117932,2.384067,1.6664869999999998,2.577713,3.87534,4.3525089999999995,0.8629959999999999,0.799,0.807567,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0.14842228282041292,0.18815738215816127,0.33112582781456956,0.29489676665368136,0.3093104791585508,211,1,very high,32,85,53187.0,770577.0,49.3
100223,FORT WALTON BEACH,FL,Okaloosa,1591,16.2,0.956,0.292,1.226,0.626,0.221673,0.203039,0.088259,2.219823,1.351718,5.340278,3.91908,3.856472,0.958451,1.143601,0.848424,3.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,0.17347580138277813,0.17473287240729102,0.3249528598365808,0.1565053425518542,0.2765556253928347,104,0,very high,59,53,51607.666666666664,210738.0,37.2
100224,TAMARAC,FL,Broward,640,16.2,1.187,0.357,3.41,0.673,0.241271,0.211877,0.091026,2.64317,1.405789,4.578062,3.7066,4.684714,0.849512,1.10435,0.871708,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,,0.203125,0.36875,0.1953125,0.3875,138,1,medium,49,32,53076.666666666664,1952778.0,40.8
100226,ORANGE PARK,FL,Clay,1671,15.2,0.538,0.316,0.554,0.313,0.095303,0.177312,0.088546,2.6405950000000002,1.289756,6.133573,2.230293,4.1712370000000005,0.9749,0.9195180000000001,0.755995,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,0.12687013764213045,0.15918611609814481,0.293836026331538,0.0831837223219629,0.40993417115499703,110,1,very high,66,26,45256.333333333336,219252.0,40.0
100228,PLANTATION,FL,Broward,1069,17.6,0.818,0.638,0.371,0.249,0.17191800000000002,0.187434,0.102397,2.505505,1.3028879999999998,3.834349,2.652055,6.645363000000001,0.828708,0.980392,0.8574200000000001,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,0.15434985968194576,0.1824134705332086,0.36202057998129095,0.037418147801683815,0.2488306828811974,148,0,high,76,33,53076.666666666664,1952778.0,40.8
100230,PEMBROKE PINES,FL,Broward,271,15.0,0.978,0.682,0.461,0.652,0.28091900000000003,0.22037600000000002,0.093975,2.5780060000000002,1.392702,4.466876999999999,4.140574,4.630905,0.847402,1.108061,0.899883,4.0,4.0,3.0,3.0,2.0,2.0,5.0,3.0,4.0,,0.4022140221402214,0.3985239852398524,,0.6752767527675276,118,1,very high,79,97,53076.666666666664,1952778.0,40.8
100231,PENSACOLA,FL,Escambia,2042,15.8,1.602,0.255,0.0,0.481,0.103216,0.198829,0.08680800000000001,1.8322330000000002,1.578967,5.213926,4.556896,6.092048999999999,0.7859729999999999,0.802796,0.951095,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,0.12291870714985309,0.17776689520078354,0.35700293829578844,0.15181194906953965,0.37169441723800195,120,1,very high,92,60,44834.0,318316.0,37.5
100232,PALATKA,FL,Putnam,731,16.4,0.629,1.655,0.704,0.624,0.22288899999999998,0.28258,0.09224299999999999,2.584803,1.6807599999999998,7.562672,2.995771,5.25868,0.8439909999999999,1.0888520000000002,0.9772129999999999,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,0.09986320109439124,0.4418604651162791,0.5253077975376197,0.09165526675786594,0.3912448700410397,124,1,high,57,37,34187.333333333336,74521.0,45.6
100236,PORT CHARLOTTE,FL,Charlotte,1717,16.5,0.502,0.587,1.93,0.507,0.473984,0.24535,0.09833,2.482455,1.3213059999999999,6.997122999999999,2.76145,4.104414,0.771157,1.042176,0.9293879999999999,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.1496796738497379,0.221316249271986,0.32323820617355853,0.40069889341875364,0.33663366336633666,144,0,medium,83,42,43815.666666666664,188910.0,60.1
100238,SAINT PETERSBURG,FL,Pinellas,798,15.7,0.536,0.362,1.807,0.513,0.166723,0.29298,0.103208,2.251155,1.568194,8.286652,5.209975,6.00328,0.8402299999999999,1.030198,1.127445,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.18295739348370926,0.2756892230576441,0.39348370927318294,0.06641604010025062,0.33959899749373434,136,1,medium,70,82,56252.666666666664,974996.0,48.8
100242,PANAMA CITY,FL,Bay,1315,15.5,1.296,0.469,1.298,0.56,0.10848900000000002,0.18453699999999998,0.089084,2.132761,1.5590680000000001,3.7793339999999995,2.386514,6.1028150000000005,0.799089,0.857051,0.7978069999999999,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0752851711026616,0.19315589353612167,0.28517110266159695,0.24714828897338403,0.42585551330798477,144,1,very high,46,60,46844.666666666664,174705.0,41.8
100243,BRANDON,FL,Hillsborough,1529,16.8,0.71,0.707,1.474,0.253,0.29089699999999996,0.287823,0.088989,2.10862,1.160097,4.0225919999999995,3.010842,4.397204,0.823393,0.8647879999999999,0.7972520000000001,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,0.16415958142576847,0.197514715500327,0.40353172007848265,0.14650098103335513,0.31000654022236757,116,1,very high,68,63,49069.666666666664,1471968.0,37.6
100244,CAPE CORAL,FL,Lee,1639,15.8,0.706,0.0,1.386,0.208,0.5723159999999999,0.262846,0.101046,2.130752,1.577819,5.850847,3.58414,3.6402449999999997,1.073684,1.081278,0.959068,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,0.022574740695546065,0.34167175106772424,0.4563758389261745,0.12263575350823673,0.48932275777913364,201,2,very high,51,84,53187.0,770577.0,49.3
100246,FORT PIERCE,FL,Saint Lucie,1367,17.1,1.286,0.641,1.18,0.368,0.28166199999999997,0.275304,0.10192899999999999,2.362727,1.474098,6.966301,4.777391000000001,5.921880000000001,0.806804,1.26152,1.092601,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.21799561082662766,0.15215801024140455,0.3547915142648135,,0.2143379663496708,121,1,very high,66,35,41980.333333333336,328297.0,45.8
100248,LARGO,FL,Pinellas,1160,15.3,1.223,0.314,0.974,0.402,0.11520799999999999,0.273411,0.087886,2.187133,1.698221,6.9677880000000005,2.090765,5.97427,0.80761,0.831727,0.8994780000000001,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,0.15258620689655172,0.20344827586206896,0.4077586206896552,0.06206896551724138,0.3931034482758621,128,1,very high,52,56,56252.666666666664,974996.0,48.8
100249,CRYSTAL RIVER,FL,Citrus,797,15.5,2.411,0.655,,1.088,0.557884,0.276365,0.092206,2.870589,1.586216,5.865171,2.734778,4.5753699999999995,0.829895,1.0147030000000001,0.9679540000000001,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,0.24341279799247176,0.2797992471769134,0.3450439146800502,0.6010037641154329,0.2936010037641154,148,1,medium,42,52,39965.666666666664,149657.0,57.1
100252,OKEECHOBEE,FL,Okeechobee,384,15.3,0.975,,,1.118,0.33714099999999997,0.21547,0.093562,2.402479,1.394331,4.272913,3.6009519999999995,4.739016,0.848126,1.455223,0.8938969999999999,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,0.12239583333333333,0.7135416666666666,0.625,0.1328125,0.4869791666666667,136,0,medium,82,57,32623.666666666668,42168.0,41.5
100253,JUPITER,FL,Palm Beach,1635,15.5,0.512,0.464,0.783,0.633,0.528995,0.208155,0.087072,2.434584,1.694869,4.991276999999999,4.261449,5.088259,1.095709,0.9863870000000001,1.028108,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,0.0581039755351682,0.17920489296636086,0.22446483180428134,0.5418960244648318,0.3944954128440367,191,1,low,64,,84922.33333333333,1496770.0,45.2
100254,TALLAHASSEE,FL,Leon,1036,17.1,1.199,0.293,1.528,0.516,0.37157199999999996,0.22569299999999998,0.115851,2.252155,1.314811,4.581139,3.678433,4.057104,0.8277540000000001,0.9638389999999999,0.864534,3.0,3.0,3.0,3.0,1.0,2.0,5.0,4.0,3.0,0.1303088803088803,0.16312741312741313,0.34266409266409265,0.23552123552123552,0.2693050193050193,122,0,very high,74,44,46501.333333333336,293582.0,31.5
100256,HUDSON,FL,Pasco,1546,16.1,1.001,0.856,0.609,0.497,0.122103,0.23179699999999998,0.100825,2.784268,1.1544860000000001,4.282647,2.265634,4.142107,0.806085,1.169471,0.7183510000000001,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.1351875808538163,0.2089262613195343,0.3072445019404916,0.11707632600258733,0.2108667529107374,127,0,high,65,65,43084.0,553947.0,44.4
100258,DELRAY BEACH,FL,Palm Beach,2864,15.9,1.041,0.754,1.405,0.487,0.084083,0.21701700000000002,0.084611,2.4205080000000003,,,5.162821,,0.7921279999999999,1.2099090000000001,0.924067,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1337290502793296,0.1316340782122905,0.325768156424581,0.06599162011173185,0.29993016759776536,174,0,high,42,41,84922.33333333333,1496770.0,45.2
100259,SUN CITY CENTER,FL,Hillsborough,938,16.1,2.041,0.0,0.0,0.575,0.224057,0.203628,0.102979,2.313602,1.395086,4.4892970000000005,3.544545,5.2388650000000005,0.8407,1.026252,0.874862,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.053304904051172705,0.22281449893390193,0.4349680170575693,0.15991471215351813,0.4136460554371002,130,0,medium,83,75,49069.666666666664,1471968.0,37.6
100260,PORT SAINT LUCIE,FL,Saint Lucie,1393,17.1,0.988,0.0,0.868,0.227,0.358299,0.22995300000000002,0.08735599999999999,2.085331,1.334989,6.417157,2.72593,4.8523760000000005,0.825625,1.619799,0.922743,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,0.07537688442211055,0.24694903086862885,0.35534816941852115,0.8973438621679828,0.31155778894472363,112,0,high,71,53,41980.333333333336,328297.0,45.8
100264,BROOKSVILLE,FL,Hernando,1897,16.5,0.388,0.926,0.554,0.573,0.25865,0.179064,0.097764,2.178399,1.422515,6.092748,3.190166,5.682111,0.9477389999999999,0.7849550000000001,0.925905,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,0.19346336320506063,0.25355824986821296,0.2930943595150237,0.2540853979968371,0.37691091196626253,134,0,very high,69,51,39090.333333333336,193920.0,48.7
100265,SAFETY HARBOR,FL,Pinellas,1674,14.7,1.149,0.6,0.737,0.356,0.48234099999999996,0.274897,0.09992899999999999,1.877217,1.272405,5.493233999999999,2.384518,3.7031650000000003,0.787196,0.8320219999999999,0.8296629999999999,4.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,0.17383512544802868,0.18936678614097968,0.3673835125448029,0.0991636798088411,0.3811230585424134,160,1,very high,75,53,56252.666666666664,974996.0,48.8
100266,GULF BREEZE,FL,Santa Rosa,595,14.6,,,,1.197,0.22996100000000003,0.214788,0.092722,2.8330599999999997,1.3837760000000001,5.549995,3.433965,4.886253,0.842864,1.036239,0.8949590000000001,4.0,4.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,,0.24369747899159663,0.2957983193277311,0.5899159663865546,0.38823529411764707,170,2,medium,28,74,47211.666666666664,184313.0,39.9
100267,ENGLEWOOD,FL,Sarasota,511,14.3,,,,0.469,0.32477,0.217135,0.09350399999999999,2.389585,1.362021,4.3720349999999994,2.724918,4.433317,0.8458680000000001,1.028157,0.815971,3.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,4.0,0.24853228962818003,0.32289628180039137,0.3639921722113503,0.14285714285714285,0.38747553816046965,154,1,medium,82,68,68939.33333333333,433742.0,57.1
100268,BOCA RATON,FL,Palm Beach,599,16.5,1.548,0.0,1.432,0.472,0.279748,0.214286,0.093318,2.605114,,,3.811235,,0.8479,1.09346,0.913831,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,0.21702838063439064,0.41402337228714525,0.08180300500834725,0.3739565943238731,128,0,high,65,74,84922.33333333333,1496770.0,45.2
100269,LOXAHATCHEE,FL,Palm Beach,589,16.6,0.896,0.832,0.55,0.239,0.504135,0.24925100000000003,0.093144,2.933706,1.4064159999999999,4.45465,3.6186830000000003,4.600408,0.843284,1.027909,0.943572,2.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,0.09847198641765705,0.17487266553480477,0.28522920203735147,,0.37521222410865873,141,1,high,63,44,84922.33333333333,1496770.0,45.2
100275,WELLINGTON,FL,Palm Beach,724,15.3,0.579,0.695,0.936,0.484,0.195656,0.20681300000000002,0.091968,2.443896,1.624573,3.690929,3.651596,5.235167,0.836155,0.9948879999999999,0.8615219999999999,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,0.11602209944751381,0.22375690607734808,0.356353591160221,0.21961325966850828,0.4212707182320442,136,0,high,52,35,84922.33333333333,1496770.0,45.2
100276,CORAL SPRINGS,FL,Broward,477,17.4,0.674,0.474,0.928,0.416,0.318096,0.21707100000000001,0.093859,2.591889,1.391382,4.28495,2.860811,4.488733,0.839669,1.025506,0.826724,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,,0.2557651991614256,0.27672955974842767,,0.31027253668763105,152,0,very high,76,79,53076.666666666664,1952778.0,40.8
100281,PEMBROKE PINES,FL,Broward,885,15.1,1.289,0.656,1.712,0.485,1.222811,0.220462,0.090758,2.115672,1.629969,6.597372,3.796106,4.62655,0.829191,1.261196,1.226874,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,0.17062146892655367,0.2655367231638418,0.47796610169491527,0.1694915254237288,0.4847457627118644,212,1,very high,68,94,53076.666666666664,1952778.0,40.8
100284,MIAMI,FL,Miami-Dade,303,16.0,0.0,0.0,,0.0,0.365189,0.220611,0.093752,2.484123,,,3.318233,,0.8535860000000001,1.157967,0.9074110000000001,,,,,,,,,,0.0891089108910891,0.37623762376237624,0.24422442244224424,,0.9108910891089109,278,1,low,,17,54823.666666666664,2716940.0,40.4
100286,NAPLES,FL,Collier,1802,15.8,1.297,0.255,0.397,0.122,0.309556,0.226631,0.111719,2.638864,1.158383,4.12731,3.1399169999999996,3.672733,0.776358,1.429358,0.795982,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.16481687014428412,0.16037735849056603,0.3507214206437292,0.327968923418424,0.3834628190899001,133,0,high,35,52,102355.66666666667,384902.0,52.1
100287,WEST PALM BEACH,FL,Palm Beach,666,14.9,2.731,2.921,1.749,0.696,0.764355,0.265805,0.117229,2.940016,,,4.635127,,0.9695360000000001,1.4605700000000001,1.123972,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,0.13063063063063063,0.22372372372372373,0.4264264264264264,0.1021021021021021,0.4984984984984985,134,0,high,29,19,84922.33333333333,1496770.0,45.2
100288,WEST PALM BEACH,FL,Palm Beach,501,15.7,1.133,0.948,1.754,0.702,0.263258,0.25353200000000004,0.093596,2.324398,1.701065,5.948608,3.0950990000000003,4.802567,0.8478020000000001,1.12574,0.913976,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,,,0.11177644710578842,0.27944111776447106,0.14570858283433133,156,1,very high,38,70,84922.33333333333,1496770.0,45.2
100289,WESTON,FL,Broward,1437,17.5,0.985,0.912,1.329,0.367,0.10694400000000001,0.208258,0.088202,2.967968,2.421636,6.718305,4.16751,6.127611,0.733797,0.741263,1.0504950000000002,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,0.05636743215031315,0.06471816283924843,0.267223382045929,0.4488517745302714,0.19693806541405706,194,0,high,59,94,53076.666666666664,1952778.0,40.8
100290,THE VILLAGES,FL,Lake,2000,14.5,0.213,0.0,0.954,0.772,0.115374,0.223437,0.11118399999999999,1.8303099999999999,1.759136,4.512166000000001,3.487394,3.650127,0.791135,1.3384850000000001,0.787745,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,0.214,0.262,0.4335,0.2695,0.4915,161,2,medium,48,75,44658.666666666664,367118.0,47.4
100291,MELBOURNE,FL,Brevard,285,15.2,,,,0.322,0.405127,0.22054,0.094443,2.3465979999999997,1.365609,5.546632,2.736027,6.549961,0.8426319999999999,1.097993,0.9858040000000001,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,0.10175438596491228,0.23859649122807017,0.1824561403508772,0.45964912280701753,0.3543859649122807,132,0,low,64,93,48730.333333333336,601942.0,47.7
100292,MIRAMAR BEACH,FL,Walton,527,15.2,0.984,0.975,,0.11,0.308162,0.285989,0.093615,2.286882,1.659069,5.370662,2.499632,4.883356,0.841443,1.082638,0.8822840000000001,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,0.1366223908918406,0.2049335863377609,0.2846299810246679,0.3681214421252372,0.47248576850094876,192,1,medium,100,93,66766.33333333333,74071.0,44.3
100296,CORAL GABLES,FL,Miami-Dade,508,15.1,5.636,1.349,0.0,1.126,0.74745,0.29570599999999997,0.092984,2.663116,1.401425,5.376227,3.101995,5.17178,0.854231,1.1149440000000002,1.04877,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,,0.22244094488188976,0.2263779527559055,0.7165354330708661,0.5433070866141733,210,,,,61,54823.666666666664,2716940.0,40.4
100299,BRADENTON,FL,Manatee,844,15.7,1.242,2.102,,0.56,0.508382,0.233944,0.091536,2.259423,1.648956,3.879781,4.587403,4.879023999999999,0.840123,1.3377459999999999,1.00186,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,0.2109004739336493,0.16587677725118483,0.259478672985782,0.5616113744075829,0.278436018957346,125,0,medium,98,69,50317.666666666664,403253.0,49.3
100302,SAINT CLOUD,FL,Osceola,305,16.0,0.587,0.0,0.0,0.272,0.3172,0.220293,0.09425,2.454454,,,3.218455,,0.8455860000000001,1.124729,0.889331,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.09508196721311475,0.39344262295081966,0.4262295081967213,,0.5737704918032787,168,1,medium,60,82,36772.0,375751.0,36.6
100307,JACKSONVILLE,FL,Duval,794,15.3,0.261,0.536,1.198,0.217,0.193092,0.20849099999999998,0.09137100000000001,2.601324,1.349451,3.4533949999999995,2.128922,4.812295,0.8353959999999999,1.004075,0.737988,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,0.09193954659949623,0.13224181360201512,0.25692695214105793,0.845088161209068,0.4622166246851385,141,1,medium,76,83,48429.333333333336,957755.0,36.6
100314,MIAMI,FL,Miami-Dade,392,15.6,3.106,1.323,3.359,0.619,0.64969,0.296225,0.093793,2.678674,1.6886130000000001,5.70941,3.529319,5.2580160000000005,0.8472620000000001,1.078553,1.074694,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,,0.26785714285714285,0.42857142857142855,,0.7525510204081632,177,1,very high,79,66,54823.666666666664,2716940.0,40.4
100315,MELBOURNE,FL,Brevard,660,15.3,,0.866,,0.72,0.726223,0.24831799999999998,0.092559,2.358045,1.365201,4.641587,3.0571669999999997,4.265745,0.83941,0.9906360000000001,0.951715,5.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,,0.1787878787878788,0.2287878787878788,0.4621212121212121,0.4015151515151515,185,1,medium,83,80,48730.333333333336,601942.0,47.7
100316,PALM BAY,FL,Brevard,605,15.3,,2.609,0.0,0.581,0.276951,0.24966300000000002,0.092925,2.670129,1.4011930000000001,4.399265,3.352726,4.663576,0.8425729999999999,1.405225,0.8728450000000001,4.0,3.0,4.0,3.0,1.0,3.0,5.0,3.0,4.0,0.0512396694214876,0.3950413223140496,0.3669421487603306,0.4033057851239669,0.6082644628099173,174,1,high,89,88,48730.333333333336,601942.0,47.7
100319,WESLEY CHAPEL,FL,Pasco,581,14.7,,1.183,0.627,0.12,0.280685,0.205972,0.09303600000000001,2.540362,1.647623,4.552896,3.440031,4.75495,0.838593,1.366743,0.891857,4.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,0.11015490533562823,0.2512908777969019,0.31841652323580033,0.4664371772805508,0.33390705679862304,144,,,87,94,43084.0,553947.0,44.4
100320,KISSIMMEE,FL,Osceola,254,16.4,0.0,,,0.879,0.9414290000000001,0.22521799999999997,0.107679,3.009112,1.4149180000000001,4.826867,4.6751879999999995,4.719864,0.8570049999999999,1.1559760000000001,1.146591,2.0,2.0,3.0,1.0,1.0,2.0,4.0,4.0,3.0,,0.20866141732283464,0.5511811023622047,,0.3937007874015748,104,0,high,60,31,36772.0,375751.0,36.6
100321,MIDDLEBURG,FL,Clay,747,16.3,0.0,1.735,1.633,0.166,0.223938,0.251006,0.092639,2.554954,1.359515,7.030997999999999,4.411222,5.212764,0.827571,0.987183,1.005258,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0749665327978581,0.32663989290495316,0.4042838018741633,0.31593038821954483,0.500669344042838,190,1,high,73,73,45256.333333333336,219252.0,40.0
100329,OVIEDO,FL,Seminole,305,16.1,,,,0.28,0.382983,0.221789,0.094354,2.466471,1.399246,4.475519,4.29076,4.614438,0.8454520000000001,1.43654,0.945533,2.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,,0.10163934426229508,0.31475409836065577,,0.35737704918032787,122,0,medium,52,39,51486.0,471826.0,39.4
10057F,GAINESVILLE,FL,Alachua,2731,19.4,0.312,0.833,,,0.7636609999999999,0.20355499999999999,0.086596,2.520327,1.158498,4.329112,2.995978,4.767352,0.7470939999999999,1.110846,0.9599040000000001,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0.06298059318930795,0.22775540095203223,0.3972903698279019,0.11570853167337972,0.23507872574148664,,,,,,46965.666666666664,269043.0,32.1
